T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,kmeans
2.249057576,2.319905808,2.198644004,2.246198948,2.293131839,2.521315051,2.574869963,2.287213122,2.475311654,2.476216728,2.178694834,2.302843195,2.153436424,2.138622589,2.391557026,8
2.417631589,2.486159965,2.457352545,2.426979287,2.436802692,2.517825489,2.452351719,2.306238925,2.388929315,2.401829317,2.272346663,2.309321955,2.22056653,2.168591852,2.233444701,1
2.219427219,2.254105432,2.273183251,2.25960152,2.278237396,2.328539931,2.27145176,2.163652869,2.168422565,2.144449839,2.112343893,2.154732125,2.145734325,2.08701752,2.10031293,1
2.425039724,2.575443524,2.378017733,2.3936393,2.478249078,2.756212891,2.828103817,2.574228632,2.831321962,2.793841407,2.434458608,2.581134885,2.36916477,2.305254225,2.573373481,8
2.265744931,2.320581933,2.301324502,2.314415195,2.359232978,2.447532563,2.410675075,2.289535804,2.33303446,2.32891846,2.239518543,2.280526075,2.217842676,2.176631201,2.218056458,1
1.570080991,1.750350326,1.754054351,1.788103473,1.961221044,2.085308849,2.199955418,2.291690828,2.48924853,2.662521606,2.698197991,2.74585936,2.786121286,2.859392422,2.93660097,0
1.348162909,1.342361215,1.350664371,1.351422141,1.36560527,1.402741682,1.400854065,1.431939806,1.562714932,1.68590562,1.786879069,1.887516116,1.976059299,2.028044741,2.090682313,7
2.366724964,2.534592782,2.513315875,2.499322416,2.575278588,2.724689734,2.750394196,2.644901999,2.744389621,2.761051454,2.601556238,2.661255217,2.597599871,2.548659724,2.567371633,4
2.707902797,2.80693269,2.731769095,2.799228666,2.931134684,3.086236501,3.116604351,2.961013049,3.117772425,3.1616211,2.965836583,3.020141685,2.830720786,2.660477788,2.705057791,2
2.489077998,2.67494363,2.53980951,2.518770116,2.58378938,2.856610771,2.910818063,2.697657061,2.950843753,2.911703047,2.539449752,2.64346137,2.447026443,2.390397806,2.619501935,8
2.631317886,2.771653082,2.657726946,2.674803155,2.828568408,3.017735239,3.038451488,2.921224816,3.060741819,3.104015543,2.938676242,3.002248753,2.881955758,2.771755593,2.76144727,3
0.755525005,0.829857711,0.850378391,0.892030038,0.982021929,1.066335874,1.178252282,1.309368171,1.500805068,1.71366765,1.86876519,2.007618098,2.191901314,2.335230726,2.418129943,0
1.067108879,1.010932657,0.970347368,0.906197753,0.842813674,0.775652655,0.69039209,0.616705051,0.623579438,0.675402055,0.750609094,0.81224065,0.872819724,0.96504816,1.059370079,7
1.904930989,1.999664094,2.09143319,2.165229192,2.224009225,2.280359707,2.328609254,2.342943976,2.466870489,2.523738368,2.472182775,2.493219542,2.489696176,2.494341473,2.503383392,4
2.365506175,2.547779841,2.528253132,2.53325189,2.612172232,2.816882638,2.934197149,2.827498158,3.052028691,3.136346998,2.910267492,2.953611422,2.754321345,2.644745467,2.754659917,8
2.345516505,2.399886444,2.40180887,2.356706746,2.359506612,2.405845707,2.333733381,2.201806637,2.249331383,2.281886095,2.20835879,2.231955502,2.16402889,2.101815964,2.158008375,1
0.882115442,0.837857927,0.738755715,0.650661188,0.565261236,0.491875409,0.417005657,0.378357526,0.427027837,0.495138042,0.569057395,0.648409922,0.728217621,0.828983779,0.943929299,7
2.044137504,2.063256901,2.101247539,2.208282644,2.277145019,2.299092434,2.32830471,2.333353568,2.329562398,2.351889008,2.325104739,2.304440955,2.264742116,2.209068732,2.112107621,4
0.866183464,0.882670911,0.964708083,1.137763349,1.272235666,1.386042305,1.501375969,1.6353263,1.756765674,1.913278155,2.04965789,2.166579497,2.222218511,2.305358429,2.323509546,7
2.608547836,2.622213465,2.536959769,2.636978392,2.642826216,2.506296151,2.539100506,2.482772528,2.454730968,2.480775335,2.370250424,2.247454719,2.231422871,2.234270293,2.158710084,3
2.960470451,3.03175968,2.963413685,3.157871284,3.22457838,3.0600744,3.134353951,2.98213494,2.880855985,2.954476805,2.956891018,2.853490636,2.935227786,2.96229605,2.860807444,2
2.484581135,2.470111437,2.37029117,2.434412442,2.429123174,2.325357362,2.362934519,2.297926308,2.258926632,2.297400747,2.223292747,2.131286408,2.054049316,2.008192414,1.930748685,1
1.89092716,1.934099592,1.994550122,2.134632324,2.235199023,2.265164748,2.292879828,2.32790409,2.352154218,2.386895067,2.375396268,2.36962919,2.341101722,2.308779154,2.226342571,4
3.091727462,3.107833188,2.91735959,3.081376254,3.122828129,2.906230626,2.962239492,2.73503864,2.552266028,2.618519411,2.645549826,2.602349669,2.709570451,2.747029209,2.607440649,2
2.34788428,2.3516379,2.308733418,2.378275872,2.384182158,2.307161322,2.334438803,2.282785985,2.248920233,2.266970546,2.206117336,2.160878603,2.113063501,2.059238439,1.939319971,4
0.223446993,0.221302459,0.230533768,0.296780521,0.389517061,0.500103313,0.597008171,0.717839785,0.838222949,0.976211622,1.086237023,1.21027186,1.287326415,1.340680683,1.447149214,7
1.508304405,1.65716037,1.816231406,2.012779755,2.191899667,2.313134637,2.437209659,2.564720111,2.67235083,2.714209214,2.742696132,2.765109598,2.814480167,2.885313983,2.913507072,0
2.521315051,2.574869963,2.287213122,2.475311654,2.476216728,2.178694834,2.302843195,2.153436424,2.138622589,2.391557026,2.462890115,2.257039141,2.262489733,2.25164481,2.131386153,8
2.413179577,2.352314953,2.222769797,2.302979672,2.33057387,2.209229465,2.235198645,2.181454342,2.101478828,2.142129319,2.106039157,2.07590608,2.144670356,2.157409318,2.020998308,1
2.153666772,2.170659874,2.176365642,2.254967443,2.292632846,2.278992557,2.308534205,2.30674595,2.277200474,2.265161947,2.207881304,2.195438979,2.170120076,2.131636561,2.024277285,4
2.662572001,2.785468418,2.699083661,2.896617132,3.001008322,2.808245584,2.837856915,2.644925193,2.547914547,2.703124035,2.817201231,2.774096941,2.906716,2.919820383,2.83523956,5
2.508299786,2.454636667,2.305507725,2.392706448,2.404002596,2.261744654,2.300294595,2.219686563,2.157760972,2.214535942,2.116890052,2.033947678,2.112044934,2.169862742,2.050502579,1
2.333699037,2.332485875,2.271713582,2.322189972,2.307608094,2.231674908,2.255180259,2.229541756,2.19864908,2.201257021,2.132841455,2.102156344,2.061098889,1.996405094,1.85844557,4
1.835869521,1.872310842,1.932536844,2.069539935,2.178480642,2.220911403,2.251189821,2.282718578,2.308820419,2.345983027,2.341633415,2.347004492,2.322158463,2.299518584,2.215988468,4
2.571246907,2.536775012,2.340961025,2.48239425,2.509890261,2.275974376,2.297574544,2.150085672,2.040926219,2.172791274,2.218276078,2.154881783,2.195979594,2.188954984,2.039903638,8
0.719272059,0.808106699,0.918230237,1.083562691,1.263221944,1.42949624,1.5678998,1.750972551,1.96244134,2.110492714,2.170981739,2.233110263,2.257791486,2.281992672,2.285943331,4
0.672459714,0.700029765,0.776835268,0.91415817,1.060836162,1.197540324,1.306420924,1.448522262,1.589183667,1.773038271,1.933083488,2.098139878,2.13408263,2.202833091,2.252062413,7
2.991462874,2.977279054,2.717733241,2.875488828,2.880755221,2.633322378,2.761044666,2.564097577,2.404080145,2.42534635,2.361956035,2.283798725,2.391665061,2.468267574,2.356987719,2
2.904151531,2.989224729,2.930615386,3.135861467,3.212806441,3.057272721,3.143164143,3.000003399,2.896873278,2.960946037,2.954751149,2.859108376,2.952182188,2.985886669,2.89395455,2
2.304767992,2.255118638,2.154711702,2.168963228,2.134611087,2.091142511,2.1261561,2.129235473,2.091348944,2.090004714,2.037613086,2.015039186,2.010012975,2.024654889,1.950271011,1
2.128237192,2.150053159,2.134003292,2.107612351,2.105674753,2.05040086,2.022905626,1.973229879,1.943505002,1.87267942,1.897033029,1.951562693,1.92435695,1.900209133,1.901274751,7
2.598720989,2.660922445,2.677558731,2.695033678,2.728469835,2.741200708,2.746213439,2.722431955,2.682789772,2.597292738,2.555649137,2.593281495,2.651973644,2.652904062,2.725028032,3
2.213971055,2.262836908,2.318912356,2.361298854,2.407457367,2.425569304,2.446447659,2.433450372,2.416828519,2.380023975,2.29143189,2.261015364,2.285593871,2.297552638,2.349334971,4
2.434458608,2.581134885,2.36916477,2.305254225,2.573373481,2.69920064,2.493282354,2.512243417,2.484957384,2.367359289,2.283552368,2.458383099,2.23191858,2.137996922,2.32262299,8
1.523311733,1.574468195,1.653070623,1.753416482,1.822666273,1.847975993,1.924451817,1.982188639,2.030170241,2.060365542,2.075148204,2.109316863,2.151454219,2.1264407,2.108177511,7
2.853609647,2.939215211,2.782355452,2.688251696,2.805291639,2.896589836,2.848049645,2.963014587,3.028833026,2.976561254,2.909972646,3.026801252,2.926677476,2.817518264,2.898539187,8
2.808315615,2.892761467,2.709679539,2.526936955,2.538518189,2.506474653,2.447120837,2.559329163,2.630100174,2.513748956,2.426724613,2.518641437,2.450889605,2.448373902,2.574317959,2
2.362112244,2.462371067,2.260292385,2.109322296,2.212489105,2.217021247,2.162031437,2.229087674,2.254648417,2.121000231,2.051457436,2.182063926,2.095532664,2.055490424,2.173723846,1
1.101668199,1.234853835,1.402200569,1.60171149,1.802956581,1.934150109,2.044998163,2.080190999,2.091659856,2.09310401,2.07676224,2.163998297,2.320332931,2.343142422,2.407577031,4
0.784618412,0.909473873,1.03911675,1.16548732,1.350014801,1.520239734,1.733519371,1.848629833,1.988964227,2.058038061,2.044646914,2.123923872,2.138290687,2.088734774,2.142749572,7
2.420886581,2.472980024,2.505203812,2.540147779,2.575350213,2.575539875,2.560687902,2.570503755,2.557845799,2.452784884,2.387432363,2.403565362,2.455880218,2.455780945,2.502998134,4
2.539449752,2.64346137,2.447026443,2.390397806,2.619501935,2.722992424,2.572205791,2.605042723,2.572403676,2.448074487,2.367508047,2.540832643,2.355749614,2.227562588,2.369205307,8
1.647034578,1.80335041,1.876204585,1.953408697,2.042863906,2.104294902,2.16400306,2.184503267,2.163165463,2.168197442,2.173512516,2.156207308,2.155957595,2.172648922,2.198394032,7
2.466301675,2.381993504,2.477052737,2.57706194,2.570553268,2.50860561,2.621380119,2.468444346,2.328620034,2.420700847,2.121381207,1.998710752,1.814572318,1.58034391,1.36287799,5
2.235228284,2.170843367,2.256661104,2.298627396,2.175374761,2.120241533,2.262411145,2.14625169,2.124627627,2.278270708,2.020637274,1.993562607,2.002556934,1.937596531,1.796790994,1
2.879241556,2.885408195,2.827968963,2.827211218,2.775077439,2.764490897,2.808903316,2.89442162,2.906369089,2.972348721,2.895169618,2.85514438,2.79277313,2.706580237,2.569579719,3
2.116890052,2.033947678,2.112044934,2.169862742,2.050502579,2.008399845,2.082514406,1.997863397,1.959920523,2.049626741,1.909879502,1.910123156,1.896278215,1.842057227,1.783356313,1
2.131079956,2.027876731,1.958174461,1.991852012,1.958327484,1.963736058,2.034389515,1.977834925,1.923381255,1.962895289,1.881433357,1.895014506,1.880239864,1.806213461,1.697248555,1
2.314300538,2.19209131,2.145241773,2.139543774,2.063896316,2.0758384,2.167497081,2.142862993,2.114151258,2.175149101,2.07247128,2.086987655,2.08134497,2.002291383,1.882289014,1
2.099905216,2.066557911,2.115702453,2.154347242,2.022009955,1.993231161,2.038572429,1.976874712,1.935939263,1.960470685,1.861396953,1.872383137,1.867894451,1.820938235,1.782392444,1
2.987355833,2.88676215,2.923794191,2.899519691,2.785334064,2.754866279,2.847121034,2.820946416,2.815031091,2.915955467,2.75128125,2.703893991,2.584460521,2.471429509,2.334555655,2
2.778900698,2.68059329,2.719058996,2.682424125,2.561906562,2.477944319,2.626061495,2.468665894,2.34490109,2.493212096,2.213180373,2.093425376,1.958087687,1.847799226,1.699138039,2
2.592113113,2.493987547,2.589033003,2.649477641,2.561877251,2.524951508,2.585048304,2.503306764,2.492915051,2.626613762,2.447132339,2.428076699,2.344279741,2.208376551,2.016053496,2
1.997141628,2.005393579,2.029957722,2.050015144,1.977024131,2.011880407,2.014866803,1.963815343,1.949095692,1.91554984,1.868315425,1.823527526,1.791737165,1.701697944,1.698849287,7
1.539922247,1.716668525,1.797843767,1.921348773,2.038250184,2.100631892,2.18071379,2.207423018,2.175441163,2.185749149,2.190730858,2.161973793,2.18671343,2.227353869,2.253295037,7
2.22377184,2.10704968,2.205628459,2.280671275,2.180626719,2.143893718,2.272390527,2.143852854,2.126749424,2.305851753,2.069981604,2.047351788,2.055401764,1.963713986,1.780533922,1
1.707375528,1.901134997,1.979630918,2.074619853,2.107070592,2.087741878,2.165639526,2.176620928,2.185088787,2.282136282,2.347308709,2.285074704,2.317097941,2.409967854,2.422737061,4
2.729096409,2.573083665,2.600065007,2.567029941,2.445993251,2.363400012,2.533799355,2.342189102,2.217106066,2.376662885,2.087442168,1.976790573,1.880559811,1.809422402,1.679821924,8
0.447375578,0.476671783,0.551295307,0.616325109,0.691842826,0.723214178,0.730577302,0.739072804,0.726053634,0.751850245,0.819124447,0.961708452,1.053616348,1.164342665,1.30627398,7
1.368262869,1.334965651,1.328073047,1.298905035,1.240736356,1.15048497,1.05597564,0.943547353,0.876602259,0.84710855,0.851592943,0.892969064,1.007931259,1.075736716,1.159060346,7
1.675744432,1.599473529,1.430120455,1.383674385,1.289879562,1.200744247,1.091268256,0.962732635,0.822099835,0.713780225,0.639032726,0.55240012,0.431913055,0.375077454,0.338318911,1
0.51554913,0.555264461,0.64576299,0.70557477,0.756075672,0.748814231,0.75513913,0.795477975,0.828224241,0.909254165,1.027395577,1.159686879,1.295215482,1.474484885,1.62857355,7
1.344388394,1.32700196,1.204486871,1.157459883,1.055746733,0.932574076,0.836467086,0.729536781,0.620997777,0.54780672,0.494297136,0.461977374,0.40429189,0.374859116,0.336081163,1
1.02600692,1.107753331,1.156512624,1.399150622,1.659912846,1.923295204,2.134618813,2.335147367,2.481924785,2.552368619,2.652054197,2.709969665,2.667255826,2.647164457,2.700680445,8
1.505413485,1.409080901,1.337938885,1.316027423,1.295876449,1.293757147,1.317827895,1.381639499,1.412381892,1.43392293,1.41638705,1.317902407,1.190148888,1.034398363,0.862337499,7
0.296812468,0.36231145,0.393761807,0.476926686,0.580896324,0.710286226,0.889645954,1.02717321,1.21626812,1.396198647,1.598152505,1.793594936,1.950353066,2.113667399,2.338916414,7
2.426344578,2.519767851,2.545241152,2.559104291,2.540014177,2.501833878,2.394005577,2.141633728,1.975212576,1.849061366,1.688817006,1.595303681,1.565931627,1.561153625,1.633302635,8
2.353766305,2.420197466,2.385466381,2.291263567,2.183451874,2.14151078,2.015070565,1.741291146,1.445116649,1.204606656,1.037097793,0.904346858,0.804502008,0.730055297,0.694030916,1
2.281568729,2.399127566,2.51110393,2.61473904,2.650249241,2.689340928,2.710245164,2.672244925,2.587204302,2.449227224,2.292445426,2.095433264,1.856531129,1.630666457,1.492087621,4
2.444850664,2.581516241,2.610992354,2.641854821,2.63596983,2.6376193,2.562882342,2.382413944,2.214560151,2.032121871,1.783480232,1.581240453,1.462268329,1.386062252,1.35038414,1
1.789209793,1.712230744,1.575318873,1.442550687,1.310741766,1.155053112,0.977418514,0.783332651,0.674830284,0.582352751,0.493874846,0.444743705,0.432202253,0.443396725,0.484668979,1
2.341545095,2.459533766,2.552618571,2.630283851,2.636419357,2.651881848,2.646547631,2.582618056,2.47837617,2.314962608,2.136534977,1.918779175,1.662406928,1.45481681,1.331686094,4
2.000335759,2.112142875,2.216474765,2.216325864,2.20887787,2.250929901,2.179131943,2.202658171,2.163934577,2.11054631,2.066299904,2.060135534,1.996095215,1.974953842,1.929413296,7
0.062570874,0.066973222,0.098832357,0.132476779,0.157130807,0.188310555,0.232225476,0.285631964,0.340731689,0.428035035,0.500982909,0.579190145,0.66348158,0.752033314,0.874325956,7
0.01593858,0.018144478,0.027636521,0.039111388,0.04855866,0.057061093,0.099939118,0.156709663,0.236890208,0.334072663,0.430290691,0.545208251,0.708296037,0.899553685,1.101814338,7
0.346275569,0.477668377,0.649634643,0.831673364,1.039157078,1.282569474,1.501172134,1.697777493,1.863908806,1.959406616,2.053361448,2.088229919,2.134580743,2.151432039,2.155293898,7
1.877666055,2.075539189,2.399594945,2.310805775,2.361125079,2.565424582,2.402617455,2.52003499,2.376578629,2.327636237,2.316778858,2.401528417,2.265875932,2.214150548,2.157837496,1
1.875037079,2.089705362,2.367146133,2.407472227,2.494123411,2.646657708,2.545129564,2.597130459,2.482160312,2.399757169,2.397674323,2.371401579,2.241298948,2.179311535,2.130023481,1
0.113702801,0.165673502,0.255220102,0.337369701,0.430684739,0.542676262,0.684547275,0.820904515,0.965721291,1.134572149,1.288422188,1.429695749,1.574149353,1.711877173,1.832128978,7
1.318964868,1.302707343,1.404906958,1.320560418,1.308280754,1.328370407,1.166735703,1.175061464,1.120263985,1.080081374,1.102207162,1.123269087,1.100713864,1.114269046,1.154849831,8
0.851095205,0.91026883,1.018704189,1.048430318,1.138811332,1.244218072,1.151292757,1.150356604,1.099527185,0.999902443,0.959948137,0.87621422,0.803078737,0.759569905,0.730829766,8
1.690128531,1.933209694,2.220300172,2.300586707,2.411952629,2.561559743,2.486767253,2.540341845,2.449488308,2.335387498,2.309283489,2.241594389,2.116800279,2.030254097,1.981149293,1
2.066026115,2.21742429,2.531564761,2.366908223,2.377520373,2.584705447,2.346399243,2.489262305,2.316268346,2.28722617,2.263331243,2.390353816,2.199907151,2.144744183,2.110264519,1
0.071168891,0.10869578,0.178279309,0.264237889,0.37793542,0.521784075,0.695261886,0.850304042,1.008190253,1.17922231,1.36209358,1.549144683,1.730147115,1.865891892,1.979690554,7
1.846996044,2.095403881,2.403923706,2.411115314,2.477251309,2.647391825,2.542084798,2.625161682,2.529618755,2.473517799,2.463833555,2.511781355,2.401537725,2.337821234,2.284624393,1
0.619540262,0.818778602,1.043470065,1.236827258,1.456285319,1.70846738,1.875856205,2.019985462,2.118312071,2.185681726,2.269142799,2.293948789,2.305449682,2.301721943,2.285675282,4
0.025257821,0.031380616,0.052088355,0.078466149,0.118700752,0.183608696,0.29233917,0.407040461,0.527193863,0.664745269,0.82981027,1.004594322,1.20258648,1.397278437,1.604685886,7
2.016310547,2.186092675,2.506564715,2.371479974,2.393247204,2.592176387,2.381395913,2.515333139,2.345751582,2.31001086,2.300082544,2.410423667,2.237833328,2.183758428,2.145850277,1
0.47211735,0.648415155,0.858112468,1.040578056,1.242768981,1.492028669,1.691353057,1.854356279,1.980658101,2.065540307,2.166300689,2.212493388,2.252190403,2.265962748,2.266072983,7
0.739642657,0.942019487,1.186829685,1.396748356,1.62408525,1.87135542,2.019026363,2.156794491,2.234469776,2.275082117,2.341177619,2.340009088,2.321403315,2.290729019,2.239463703,4
2.573581343,2.422962076,2.539990771,2.403635943,2.354697585,2.341617222,2.420414456,2.289193127,2.2366747,2.180899855,2.300395612,2.154027136,2.220798001,2.285976407,2.169529369,1
1.869758839,1.973465376,2.121333932,2.170298848,2.224252844,2.278350625,2.326849565,2.303580769,2.3071829,2.27292244,2.271767709,2.17871614,2.119479262,2.099893617,2.0612245,4
2.508851437,2.382892719,2.480830669,2.361481052,2.312558003,2.300858393,2.368807262,2.254345032,2.207993843,2.150367407,2.227666292,2.08394586,2.140742537,2.204835009,2.116496998,1
