T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,kmeans
2.485000044,2.694429075,2.634624979,2.666179739,2.650953341,2.444919683,2.336409324,2.135220606,1.895663908,1.721094644,1.533376276,1.44253004,1.405815837,1.443668069,1.706525316,1
2.284761461,2.371239289,2.104801012,2.05491639,1.843009006,1.525624947,1.396958605,1.293272104,1.233469066,1.312487925,1.365314027,1.480058994,1.522968473,1.422044722,1.593688133,8
1.617500233,1.834511181,1.999247976,2.173313593,2.288867619,2.348873053,2.431567547,2.445342048,2.376405068,2.327245597,2.219197371,2.113691,2.00799839,1.916750529,1.891221846,4
2.610196616,2.739540517,2.515330435,2.522365003,2.40759036,2.101376359,1.939585082,1.730593263,1.554654365,1.558754745,1.526099505,1.580824444,1.633221372,1.63418224,1.823925407,8
2.16211,2.353948299,2.406795687,2.569283237,2.632322284,2.581541174,2.595385165,2.581339338,2.504767513,2.485690192,2.402494653,2.290749692,2.159827128,2.005523953,2.038438715,1
0.053068096,0.079328248,0.11710001,0.152311323,0.161673895,0.178031354,0.201714912,0.224806678,0.241391063,0.289712339,0.324839493,0.427996801,0.529995295,0.589479925,0.542121346,7
2.09971066,2.179984993,2.192405284,2.207947997,2.246045486,2.333699037,2.332485875,2.271713582,2.322189972,2.307608094,2.231674908,2.255180259,2.229541756,2.19864908,2.201257021,4
1.642439787,1.715622154,1.75427851,1.804878947,1.875257033,1.927487411,1.956501506,2.013171228,2.14880043,2.241257945,2.270788147,2.299766447,2.326065541,2.346257045,2.378698461,4
2.576363236,2.76667411,2.708170764,2.731120671,2.784859915,2.975277966,3.027671916,2.835471771,3.07506821,3.101522094,2.752477198,2.76752368,2.550364583,2.474567886,2.679468926,8
2.062611222,2.154366691,2.199065665,2.243454887,2.292692423,2.376674358,2.386557626,2.343849234,2.430376052,2.447390506,2.365250422,2.388653508,2.326499699,2.297287893,2.327635502,4
2.418333279,2.485687653,2.444467382,2.432601372,2.454310764,2.553846311,2.491212071,2.331737587,2.425747574,2.434865421,2.297672199,2.341570433,2.245258725,2.198409991,2.27412227,1
0.998084582,1.10255976,1.123585963,1.171836123,1.302391862,1.410913375,1.568150944,1.72448857,1.91752107,2.101520634,2.238131903,2.379445805,2.513899693,2.618752748,2.648114659,0
1.932950926,1.977351211,2.046013578,2.079130222,2.102097268,2.142248632,2.135519099,2.102359492,2.125077154,2.108160392,2.07357604,2.046587052,2.03620474,2.047113105,2.064736233,7
2.127983666,2.265177823,2.310342192,2.33581457,2.386135736,2.489099168,2.521543895,2.477379426,2.592085542,2.598860931,2.488080451,2.518774233,2.470755871,2.454315955,2.481195898,4
1.994125351,2.165672791,2.236484499,2.257968782,2.318036401,2.421553593,2.490337249,2.480753072,2.610317949,2.644332932,2.560297787,2.626339318,2.595263571,2.570478693,2.580106602,4
2.503823012,2.577195386,2.511040604,2.466151227,2.472676697,2.569957851,2.525269748,2.359753477,2.4644662,2.464706754,2.288587045,2.345788396,2.257968785,2.185522951,2.240127961,1
0.753433281,0.84721655,0.868125146,0.925991717,1.061785886,1.163607763,1.293939541,1.450457611,1.634835488,1.827875593,1.97757512,2.152284293,2.310185679,2.400201193,2.431118237,0
2.515118836,2.667133745,2.568084908,2.604931345,2.775998605,2.970467353,3.011795831,2.918442388,3.069401225,3.13839233,2.990012513,3.045097246,2.932176728,2.847165431,2.8611073,3
2.370658804,2.432980546,2.422443494,2.37592254,2.376677814,2.429156318,2.362993728,2.22691675,2.287499517,2.316357768,2.222987946,2.247429654,2.175561353,2.114864038,2.171549308,1
0.177246239,0.191649561,0.189576699,0.204210813,0.277496075,0.358037949,0.440042739,0.499164829,0.605267166,0.727915906,0.796198636,0.895176991,1.048763998,1.149119493,1.269808232,7
2.263186532,2.33201068,2.314160886,2.327524095,2.370658218,2.469098631,2.445196336,2.335429106,2.387525982,2.381962894,2.281044087,2.326170207,2.257970555,2.215775715,2.256857311,1
1.268576666,1.393960957,1.393769823,1.461414812,1.630794627,1.748074146,1.912592536,2.05574864,2.237128247,2.423799839,2.506919569,2.644566742,2.725727743,2.788896451,2.804881984,0
1.413974526,1.345852201,1.310873668,1.259350623,1.165322896,1.042355847,0.969124067,0.920604814,0.902044452,0.890147363,0.899886984,0.968965672,1.058225996,1.148780117,1.239127282,7
1.118337462,1.050074641,1.012063554,0.988031529,0.999396503,1.004111755,0.96996151,0.94800463,1.035211511,1.180770422,1.298585621,1.37861443,1.475534903,1.597796886,1.720138512,7
0.968263041,0.9036084,0.884752177,0.892697964,0.902524837,0.896903487,0.847378362,0.85429342,0.989488424,1.144510404,1.247465731,1.320402472,1.437408052,1.571141724,1.684785994,7
1.004144808,0.966437756,0.998064795,1.059542175,1.099473957,1.108401348,1.08349,1.126091835,1.279401587,1.435372225,1.541576571,1.639953524,1.761814426,1.852394181,1.948521017,7
1.064906118,0.999358187,0.953921803,0.916523794,0.917553721,0.906463772,0.863925787,0.827117613,0.913262067,1.069143102,1.17451539,1.244449324,1.330950902,1.44302825,1.5827677,7
1.107902455,1.059946326,1.053183341,1.079736392,1.116483068,1.136819008,1.112159588,1.115554449,1.241735295,1.390553128,1.512729172,1.599458609,1.719510842,1.828741327,1.895967876,7
0.534406427,0.565647203,0.621638518,0.739146406,0.881613784,1.027140418,1.133835351,1.27245453,1.419061361,1.620276,1.801802937,2.010302691,2.054409549,2.140196001,2.180352849,7
2.504211202,2.465156641,2.305438705,2.394809615,2.408691317,2.255180926,2.308469441,2.187026912,2.056803609,2.126546141,2.140712744,2.119147715,2.161885683,2.169601614,2.032667071,1
3.063361137,3.084944207,2.956072446,3.094255541,3.139133603,2.956815534,3.019440746,2.873512198,2.730688657,2.729478473,2.693867771,2.628986276,2.731072413,2.770076977,2.661706713,2
2.175266855,2.13717792,2.074166098,2.06517682,2.008541935,1.988491865,1.977539205,2.035097569,2.034830943,2.047371385,1.997141628,2.005393579,2.029957722,2.050015144,1.977024131,7
3.005294681,2.983599156,2.754077929,2.977922684,3.020141826,2.706498994,2.739880828,2.460187804,2.344760957,2.530597505,2.610079703,2.531257979,2.608035385,2.592863954,2.44290356,2
3.086085318,3.110941163,2.950542688,3.097571254,3.140016659,2.942578579,3.004542046,2.823881614,2.649306312,2.677115334,2.673988407,2.619853502,2.725653218,2.767345646,2.647048177,2
2.420933299,2.354004758,2.222524692,2.263058755,2.271706048,2.200880243,2.243139269,2.176498094,2.116774644,2.16990161,2.103481197,2.031502206,2.025405039,2.085226989,2.013825784,1
2.766477272,2.745088174,2.589004244,2.708612921,2.704764112,2.51088841,2.581344048,2.489895272,2.435664723,2.498660713,2.361069127,2.172706066,2.178981134,2.216106072,2.155570766,1
1.898891193,1.926974238,1.976954472,2.045855607,2.116616157,2.153076782,2.173753852,2.187121727,2.201196141,2.208195756,2.152058546,2.17454479,2.152756571,2.134719964,2.102009487,7
2.005431594,2.124170476,2.216962283,2.408479861,2.587647136,2.643242628,2.691105094,2.739386509,2.821845338,2.890652775,2.934964979,2.909333885,2.892609683,2.935678547,2.909769003,3
2.469158811,2.400122122,2.262625322,2.328615087,2.346146995,2.243691039,2.276944313,2.193882692,2.138016546,2.201113439,2.118723552,2.026667756,2.070446962,2.14143748,2.038785666,1
0.207946286,0.21941032,0.235927776,0.292210656,0.375526104,0.460554817,0.539651804,0.650463818,0.757193346,0.919282701,1.032034121,1.116663475,1.142008636,1.153563864,1.192411875,7
0.491875409,0.417005657,0.378357526,0.427027837,0.495138042,0.569057395,0.648409922,0.728217621,0.828983779,0.943929299,1.04968245,1.23125254,1.37684906,1.564091634,1.778552385,7
2.011984619,2.076130022,1.903276703,2.136775686,2.187873402,1.944188988,2.113440328,1.950946784,1.936173271,2.223693321,2.354924603,2.219904558,2.273107958,2.260803941,2.1737287,8
0.358037949,0.440042739,0.499164829,0.605267166,0.727915906,0.796198636,0.895176991,1.048763998,1.149119493,1.269808232,1.310568773,1.355324084,1.289149409,1.256318923,1.283962409,7
0.646527967,0.746777244,0.869720301,0.987975848,1.119212438,1.255784211,1.469791482,1.586623663,1.781374086,1.959715773,2.030850018,2.099024876,2.118965374,2.079488975,2.067311149,7
2.754111126,2.837904649,2.699566379,2.603487091,2.589112459,2.463551189,2.343792596,2.441658718,2.515799391,2.439362342,2.414757469,2.483788213,2.381184994,2.38194425,2.525608904,1
1.179518898,1.264788102,1.345001766,1.436592167,1.564408866,1.652916407,1.79278075,1.871240271,1.995221583,2.083684901,2.121026753,2.197628193,2.220366557,2.172851077,2.188212855,7
1.000950878,1.124588394,1.294059619,1.478999654,1.675546285,1.814712789,1.949358886,1.997217421,2.016711091,2.023277552,1.989340016,2.057650362,2.211101362,2.252402,2.309399547,4
1.196215819,1.337766334,1.4927937,1.665555896,1.895799553,2.05361064,2.14405367,2.169130837,2.221160276,2.215910444,2.197017358,2.289252115,2.412434116,2.431578445,2.49183472,4
2.69475048,2.735883329,2.564785124,2.498937931,2.684620578,2.782682826,2.736212861,2.877467045,2.898022466,2.824803779,2.739377811,2.81938085,2.674062145,2.592356943,2.719698907,8
2.774155093,2.867385833,2.740832903,2.679236487,2.811294329,2.897878687,2.848964961,2.967186011,3.037168376,2.992097311,2.924039097,3.038225934,2.945166437,2.840828394,2.928820208,5
2.046724183,2.025634377,1.984615353,1.939469869,1.92954722,1.931046998,2.019640446,1.967891509,1.956157834,1.901633369,1.926866354,1.928079004,1.955752491,2.00608839,1.985419143,7
2.193930813,2.205356179,2.162667376,2.087384227,2.129798984,2.103578129,2.079608898,2.137348132,2.155060953,2.017538088,1.992975681,2.03268533,1.973527711,1.930613482,1.966083253,1
1.204264815,1.292981268,1.396037512,1.491330831,1.580910397,1.647034578,1.80335041,1.876204585,1.953408697,2.042863906,2.104294902,2.16400306,2.184503267,2.163165463,2.168197442,7
0.796198636,0.895176991,1.048763998,1.149119493,1.269808232,1.310568773,1.355324084,1.289149409,1.256318923,1.283962409,1.350507563,1.48453179,1.643403401,1.79750496,1.936729765,0
2.235960749,2.173844607,2.231217368,2.245542367,2.100663328,2.02291509,2.171306511,2.081606607,2.023961923,2.142339092,1.918306753,1.909275394,1.938829335,1.923231436,1.817204726,1
2.091065424,2.075764847,2.119574029,2.152097142,2.025396536,2.005563331,2.029329235,1.98023084,1.947748758,1.940293833,1.856013022,1.866802175,1.866834177,1.816752923,1.764428839,1
2.014497107,2.018501291,1.98814185,1.957481039,1.845544678,1.804746184,1.847192414,1.841853113,1.858836821,1.872556227,1.830929707,1.740394673,1.708289738,1.658891265,1.616225574,7
1.991872908,2.084821002,2.032705314,1.996706382,1.919048275,1.866112396,1.850926007,1.845124612,1.888387183,1.906195669,1.920977859,1.866100449,1.862070317,1.769944874,1.674912778,7
2.629038634,2.394982617,2.409888332,2.389007101,2.271274535,2.188016017,2.36206851,2.122795061,2.039499945,2.228360369,1.893764651,1.789918661,1.758401252,1.755227965,1.636585865,8
2.999486786,2.946591957,2.903397426,2.908268985,2.84388094,2.826824403,2.886651183,2.967813235,2.978239026,3.043022401,2.939372835,2.905675703,2.821042319,2.70416125,2.553928373,3
2.387007661,2.337791948,2.2696417,2.23119285,2.163738592,2.130769887,2.151856665,2.160282068,2.171333017,2.249544047,2.214231745,2.175784611,2.164040749,2.136026375,2.059826846,4
2.527359197,2.451986374,2.454211064,2.454115797,2.379002485,2.343234858,2.372240431,2.400994919,2.406436319,2.437296112,2.364627346,2.360679875,2.318551226,2.244526037,2.127875362,3
2.282551703,2.246106597,2.193730583,2.135986247,2.04588845,2.008592976,2.044366765,2.045145293,2.05461582,2.11565631,2.104563422,2.089206523,2.052305476,2.021465925,1.957207866,4
1.779954158,1.89737831,1.947710776,2.018200415,2.088292627,2.127328769,2.167683828,2.179163483,2.145977687,2.144775859,2.150700329,2.14451037,2.150844927,2.162348062,2.180675793,7
2.934964979,2.909333885,2.892609683,2.935678547,2.909769003,2.902406788,2.968301131,3.064144087,3.067506888,3.121118398,3.031000768,2.978221381,2.904320017,2.799612515,2.660764755,3
2.369579026,2.335906,2.284602654,2.225242172,2.146096971,2.10895537,2.121100181,2.120672448,2.125775239,2.199881288,2.207171154,2.166729417,2.147651232,2.135077343,2.095794765,4
2.645549826,2.602349669,2.709570451,2.747029209,2.607440649,2.507734265,2.617818768,2.557647906,2.542510526,2.642051378,2.389990396,2.321485515,2.227106351,2.125859684,1.932341996,2
2.250347826,2.038762214,2.029633635,2.102494187,2.064426123,2.063334845,2.169174627,2.054655761,2.004816203,2.158072319,2.009674467,2.016413389,2.016234113,1.928964052,1.764646677,1
1.155529877,1.08877151,1.050406242,1.050499911,1.060795442,1.097035845,1.195671197,1.254169823,1.240499331,1.176944613,1.066383392,0.946927921,0.841571229,0.760701643,0.660701212,7
1.829574036,1.815250602,1.672383712,1.700655501,1.613588116,1.533413935,1.431449309,1.288124699,1.137973253,1.006346968,0.887918182,0.761690898,0.609598558,0.524445526,0.445370915,1
1.885548789,1.827141425,1.757769706,1.714435695,1.687843888,1.664905936,1.618833684,1.534522388,1.428188201,1.322911083,1.200935868,1.113944921,1.09728435,1.143681253,1.266473978,7
0.218355722,0.229946663,0.278603573,0.312220649,0.326403962,0.337113157,0.352191485,0.380954936,0.408314681,0.455420566,0.514689657,0.598282531,0.7059629,0.817006764,0.929149562,7
2.042123019,2.043823968,1.909451622,2.094822034,2.09746629,2.082596152,2.017823019,1.919920766,1.846960064,1.732784529,1.555355638,1.301702341,1.047725858,0.914364981,0.814675697,1
1.573079392,1.577066926,1.568432942,1.669675503,1.62761316,1.559572713,1.474237685,1.326873311,1.166766108,1.03335178,0.928166171,0.810594672,0.663222549,0.563558826,0.459289199,1
1.805880108,1.764917961,1.612529482,1.604274975,1.525676319,1.460648357,1.38291973,1.248963792,1.084558243,0.936912289,0.834453326,0.722602734,0.578580729,0.503294675,0.454747872,1
1.286703466,1.219456608,1.20835532,1.195124818,1.156241356,1.075760534,0.970184934,0.881573575,0.807263741,0.776642281,0.768760249,0.79360551,0.876239277,0.964712108,1.071180878,7
1.813193452,2.048992875,2.258348888,2.370389386,2.455535508,2.572553687,2.634698608,2.570730845,2.564348221,2.660588523,2.637820731,2.610388234,2.612479425,2.599741281,2.581482676,8
1.020404259,1.198416745,1.374350393,1.563305963,1.726624738,1.930501462,2.121441465,2.322245347,2.456671189,2.611823689,2.682391637,2.72118106,2.766135051,2.76542351,2.750914516,0
2.236729203,2.289528737,2.259595296,2.163214194,2.048085065,1.981045515,1.847132603,1.598625302,1.308417288,1.073347085,0.912285754,0.7854619,0.689147231,0.613211669,0.574468051,1
1.855836307,1.783495575,1.66992956,1.556275372,1.410495628,1.235015039,1.047454373,0.846897693,0.737609071,0.650172132,0.567025731,0.52612417,0.52292076,0.540939142,0.60268056,1
2.350422696,2.449966676,2.522741106,2.583223231,2.585648237,2.569582628,2.545746924,2.47961339,2.376739491,2.204534339,2.012825164,1.789699124,1.544987261,1.315489745,1.178001428,4
2.004157127,1.998796607,1.96574855,1.888995791,1.838033479,1.791463114,1.743192354,1.695401236,1.724890384,1.801242625,1.843739578,1.826412558,1.811658588,1.732008462,1.646057417,7
0.710286226,0.889645954,1.02717321,1.21626812,1.396198647,1.598152505,1.793594936,1.950353066,2.113667399,2.338916414,2.45843339,2.555053603,2.641090671,2.669705994,2.698866689,7
0.806893183,1.016304422,1.279257344,1.442551781,1.639401558,1.885813048,2.005912281,2.156913,2.224950065,2.281254574,2.336445089,2.378545834,2.349875323,2.334190067,2.294357484,4
0.866100488,0.912784686,1.025936698,1.059662331,1.126071691,1.182984451,1.078591988,1.071347169,1.030182015,0.937169846,0.893869649,0.83235609,0.76996286,0.746653658,0.731046417,8
1.984803027,2.127325949,2.302946509,2.297096208,2.297471273,2.359894886,2.265829875,2.315555425,2.261337237,2.226027446,2.192352403,2.210032409,2.133701495,2.087471435,2.031034937,7
0.153494678,0.224149387,0.333925556,0.446516025,0.57829385,0.745932507,0.931733794,1.088394043,1.254648046,1.400839313,1.561908783,1.713521422,1.861964591,1.984487374,2.079256014,7
1.584737994,1.754498622,1.907087481,1.957399939,2.006071655,2.061515177,2.040101583,2.101842758,2.106758135,2.096396856,2.060585406,2.060887702,2.004897266,1.966451328,1.916059751,7
1.745089017,2.005683283,2.312471399,2.366961476,2.467882565,2.651808973,2.581194788,2.657883068,2.578962574,2.512607858,2.502106476,2.52882102,2.431018237,2.36463759,2.304787816,1
1.212505095,1.458895371,1.737238546,1.895116257,2.102670829,2.321224543,2.329864023,2.403171075,2.383109541,2.27292968,2.236302522,2.17071993,2.061075056,1.947535992,1.820334149,4
0.332289398,0.469024405,0.654572716,0.830334711,1.013893825,1.235059132,1.449530434,1.636505213,1.79909619,1.912592925,2.033681463,2.105335231,2.173243064,2.213193644,2.227399859,7
1.566215271,1.838299457,2.167577948,2.262158912,2.377982159,2.578577971,2.552237899,2.635328528,2.584759007,2.525743142,2.509596322,2.516154497,2.447147538,2.382997999,2.315275536,4
1.613539654,1.875331228,2.184481224,2.282594679,2.412033497,2.597970023,2.569108214,2.650011174,2.592468225,2.488047858,2.467999283,2.437482241,2.326957444,2.242369985,2.181246066,1
1.786227598,2.01500479,2.288502795,2.348853395,2.444047861,2.582895955,2.484489154,2.532983059,2.425699565,2.32176286,2.305825786,2.244462544,2.116183029,2.048307774,2.006103372,1
1.820223007,2.045681044,2.371531697,2.325856866,2.384424727,2.576978856,2.446561354,2.554659749,2.432887503,2.385643722,2.370208758,2.434912762,2.31698481,2.263251729,2.206127147,1
1.994058259,2.194231388,2.50406505,2.420918598,2.453836072,2.641793551,2.470594276,2.579376566,2.437887743,2.394368052,2.394359341,2.475082043,2.32112415,2.261980362,2.22559967,1
1.320254892,1.584673877,1.911182277,2.056535917,2.203769015,2.407806867,2.439015563,2.547883528,2.538565114,2.508742175,2.501145932,2.482787412,2.430409712,2.377244343,2.301126632,4
0.324317197,0.457877685,0.638087285,0.813441438,1.002435865,1.231292029,1.451157548,1.641381795,1.800876799,1.911764786,2.030414968,2.095460008,2.160084343,2.195703803,2.212197685,7
0.833907606,1.047270139,1.316509984,1.522654674,1.75101975,2.002368868,2.127692574,2.253479599,2.314792138,2.340089272,2.396075629,2.373494224,2.332472543,2.282586674,2.205469583,4
1.359716842,1.628964516,1.951581732,2.098527808,2.259107151,2.472710074,2.498837512,2.606989587,2.608416557,2.556078675,2.530801014,2.495507028,2.415264431,2.336551758,2.249817601,4
