label,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
4.0,0.8641348234504121,1.002155982583859,1.2344453858590165,1.4149301799967622,1.6282941678020215,1.9420404843109538,2.1455096607929773,2.357634965103561,2.5390535076714,2.743012291519191,2.967094210679843,3.215847305395551,3.3303451565840247,3.4190643530028946,3.527681385745989
2.7,1.8712662200976449,2.074064438990581,2.4596366542695223,2.8009119981906148,3.0897057786440913,3.3442670773211907,3.458678268838662,3.641082631158595,3.7319588498389393,3.8453554063429465,3.9246106062596366,3.9850768529983154,3.9802827027625525,3.9736130555748264,3.930435778272725
4.9,0.7071084493148403,0.7886370889022205,0.9295673046628997,0.988036966145335,1.023145310013309,1.171679233983024,1.2749895901030832,1.4270200559671695,1.5962765814143682,1.8399144317892473,2.135392820983298,2.4768024528062362,2.689411412605115,2.829436425365893,2.876246120066607
4.6,0.9542191479208574,1.0602714649399867,1.2429737813481316,1.3858042510318023,1.5320740646035411,1.7809031444045105,2.0104512336615983,2.3096928025513583,2.6118884248193566,2.872539289970594,3.0432508245397147,3.2043036466707893,3.3135174075468776,3.4234358666685525,3.427019266485755
0.4,1.914002716363946,2.1018188909928592,2.415572746969072,2.7016179148801176,2.9435456293393734,3.2163675984668028,3.346922396755943,3.519384513929145,3.600660339912703,3.6576913963032123,3.666242838722314,3.701416342795043,3.675135719625758,3.643587916971002,3.5971750840476027
3.0,4.313837384481156,4.2534375947366545,4.255092987249451,4.163733621242645,4.057870278220021,3.9245201882896468,3.855493949738644,3.785832946388106,3.7186185679842736,3.6269326828799815,3.542428748758116,3.47731497004781,3.4149832835650433,3.3255037083166954,3.2659918882971977
1.4,2.5243265728316424,2.749232930885797,2.966503354377692,3.123297361350002,3.3201161181091052,3.490721422664061,3.6698151996432613,3.7337745336466273,3.7731864799355495,3.816998582657308,3.863959941381421,3.865354123748163,3.874980233014307,3.828862913098884,3.7745876319652214
4.4,1.5605745658270513,1.7092000984845985,1.9071492607959082,2.122580975558875,2.3570032135155463,2.6411803186476535,2.881541894822846,2.9726702806406924,3.0158319471042407,2.993433450548798,3.0538912409181433,3.0746346373081868,3.087848073781474,3.0597943688955005,3.0648366250899963
2.9,2.146824114391758,2.235345615348817,2.3181992453664204,2.393016310885891,2.5057316440817567,2.6165854888620914,2.695970266042896,2.726912030121156,2.719245012646173,2.675430187615458,2.678396296928862,2.6750525707887776,2.700549134470142,2.716207063050774,2.7357273560702287
1.0,0.6901169805097621,0.7614477906926962,0.8441740206823628,0.9144190738046014,1.0343462275857158,1.197585445155601,1.4399559936043922,1.6187746195667378,1.8354148918083864,2.0174533112837962,2.2136743002013937,2.361889473667113,2.5039784683903377,2.6248038218688907,2.7755550804805846
3.6,2.529545261703929,2.762664471278562,2.9900965297830737,3.1366128557123387,3.3203509125448645,3.470867511453918,3.6139398921875987,3.6875862221650966,3.753115297935069,3.719561022127414,3.7335369431762917,3.7073749555542026,3.691989513407644,3.6705217223093642,3.65930699305078
2.5,2.256244765548793,2.2921657009396577,2.3411019638600337,2.3880358059587903,2.4617406464114473,2.54318081153512,2.606856371382132,2.633721932367383,2.618430064812273,2.5754598857030557,2.5804043889742263,2.583788186869473,2.615904396662987,2.642992593516604,2.671695868751351
2.7,2.8070510105832924,2.783222667346698,2.806641729888519,2.785404449951156,2.7946952665916167,2.8102501985313415,2.8152508070068696,2.806298003834328,2.7992189833325964,2.779321063988959,2.7700218412567175,2.755681104486588,2.7059542232696656,2.6161793435542555,2.572034640575561
1.7,3.2750872471888886,3.2722458242074843,3.3143453546584762,3.276349319991044,3.263439364909757,3.2747941417733695,3.3125516097623935,3.280531615234602,3.2412993059858533,3.1707567812836914,3.152382032967955,3.1602538909391127,3.1834151504232313,3.172313187860047,3.2062701785713914
2.2,2.155220763853658,2.320690971017756,2.515087803453211,2.6525458254111864,2.794024978138843,2.9184191475760244,2.9801020240787475,3.001602231076677,3.011587656542938,2.9801789933396092,2.9805960574574963,2.9877069711462814,3.0043852682264034,2.993606971144748,2.997155956616851
1.5,2.9999484631344018,3.0679126419888165,3.165233452238083,3.1828716639743933,3.228638194232111,3.275242080554196,3.3074325921503442,3.295038798867811,3.2778665988132536,3.2135197861773053,3.196430970410637,3.187873619167349,3.1986519710062535,3.1926406011580797,3.2001711203490593
0.0,3.1424968171170304,3.1152475691131474,3.114624203637953,3.0291461811142426,2.926806667485851,2.8207603266802357,2.6966365210333896,2.506291552482108,2.2883501739662426,2.0652951957272756,1.8558108538103573,1.6782750540882867,1.4998850304312754,1.3641954736011133,1.2338340075677698
2.2,2.6411803186476535,2.881541894822846,2.9726702806406924,3.0158319471042407,2.993433450548798,3.0538912409181433,3.0746346373081868,3.087848073781474,3.0597943688955005,3.0648366250899963,3.02952375732764,3.0588180210181255,3.0607930300962862,2.9819488596640986,2.983860599450666
3.7,2.3746863305711945,2.5361610942482753,2.6785048664560067,2.759560281341545,2.754288885614068,2.7789681864003817,2.7668164356433067,2.8057062138200184,2.799642373574454,2.780134581535223,2.7264509159853656,2.7455683610413417,2.8034343544361575,2.773017594017119,2.773790425721821
2.1,3.2727210273963245,3.444316119473449,3.559052108824885,3.6547093237356263,3.643974443458488,3.6662669141694972,3.639541265248792,3.6199466951304653,3.610899033617162,3.6198516942201335,3.589305607836348,3.5903439724486566,3.571640333650934,3.4753210306808078,3.407081827700457
1.0,2.4414532407698832,2.4966711503731953,2.5265118294343556,2.5309836760955897,2.4805785140304795,2.476565126331563,2.4814255642945473,2.5234364897996957,2.5549191710464525,2.600698819418955,2.5861603911131366,2.600360309872581,2.6189100665996667,2.5955954033514663,2.603182949547398
1.2,3.054499002385454,3.133062579575336,3.180191890916836,3.2072507791632914,3.1761135321977796,3.1864174132319762,3.193005482584111,3.204429466485311,3.1908577314100124,3.1800810122023404,3.132603745176547,3.124979350482637,3.122634266939142,3.0625364534596273,3.0494173875587642
3.2,3.0432508245397147,3.2043036466707893,3.3135174075468776,3.4234358666685525,3.427019266485755,3.473929788511875,3.4664152276091724,3.4413492840517086,3.4214682296370573,3.4389499170320024,3.4175324910103746,3.4032076846097103,3.395117627392247,3.3273371021849023,3.2863319228342345
4.1,2.538471517340851,2.825900955092456,2.945459820579785,3.024156212217533,3.0432920674161013,3.108945430225116,3.1299848022336425,3.1395814422258344,3.1228594100921985,3.151118949370364,3.1231478770039116,3.147377098867651,3.151352626388308,3.0770704094879386,3.09521932612144
1.8,1.9775931316274555,2.3100605857688565,2.5337926947038123,2.7096845717230114,2.7819933712862546,2.8667995780891466,2.9161627830003845,2.956021088602267,2.9681171784198916,3.0151119953664813,2.9991514632663043,3.044187093896668,3.076422766146533,3.012695104976993,3.015180419733112
0.0,4.048102548019795,4.011413609575668,3.956415520475144,3.8871593380396896,3.818256494951386,3.7781087231937627,3.737006066999103,3.6956999882977954,3.6164913918955706,3.590192171866953,3.5032801242500926,3.41860457976295,3.3041423847216507,3.111710853187957,2.871672702081838
0.0,3.6656125948838816,3.596824553984866,3.507858667364017,3.4247730997482435,3.315750148975624,3.235919401824696,3.169192644827292,3.094426259593805,2.9837116623055757,2.8715009006122116,2.7458333593556437,2.5483339291191327,2.343998138879208,2.0529194043786783,1.8142131735292601
1.4,2.8217766898937278,2.839966078796949,2.872574445718248,2.8486208145819742,2.8467076931081854,2.8031028160056564,2.8034419244700084,2.844720020496821,2.814494711604861,2.821187705047922,2.8586915086995055,2.8527557006620343,2.8465869058306352,2.8212742153731813,2.8032670084322615
3.9,2.354288347765113,2.4852561560201725,2.564031880178032,2.613995600378216,2.6947985826301215,2.68926914500558,2.733063883793582,2.771003484198908,2.748104161458259,2.757079009497545,2.8074327879728505,2.8267276582714427,2.80997538226454,2.79113934062254,2.7573294700789197
0.0,2.473768604683775,2.319880612176558,2.142584236991329,1.9873858432362883,1.8432167630496272,1.715599909656518,1.502787927375739,1.3132299859923025,1.1053090919466069,0.9122391798495906,0.7555816564211195,0.6350068674905701,0.5791130259344329,0.5267240395368402,0.49467118481723665
4.1,1.3834447107878545,1.355177705217282,1.3705469265593397,1.3819228130723413,1.3805101688384327,1.4597351699586412,1.5218423011401954,1.6074272972925112,1.625243730803542,1.7138660420167084,1.883695763230195,2.1449754250433446,2.348906169243797,2.522345432432689,2.6071911790759135
9.3,1.4279519365427178,1.3945155053929241,1.4210536128455808,1.4339574106957154,1.44295009096058,1.532260376789923,1.5950829910244269,1.677198384699593,1.6787967776898365,1.7312489440135905,1.9050487009569868,2.1627783972366514,2.3682630646683367,2.539522383787123,2.627387964990206
6.4,1.9084189666570976,1.9473364335003676,2.042331577336787,2.0822569479283755,2.1031459496389893,2.2039708744889066,2.180744015818391,2.2193907685410674,2.1446518607998843,2.0700752276530143,2.078014202217278,2.2445459375805448,2.379718727177688,2.49026028371218,2.5891244005868197
4.7,1.495858365969341,1.4468357193904196,1.4122586383089406,1.3984185342386353,1.3649902387956234,1.426447682438601,1.472623196259613,1.6389376953049755,1.7375096653091318,1.9112762532560605,2.130357199212227,2.3646761411196264,2.52953371755771,2.679122757986245,2.7422408506292273
5.3,0.8464726832672739,0.9755846769868315,1.1060032169798453,1.133329024992419,1.1466141023870988,1.1758743731051462,1.1874415615148894,1.2080153898356087,1.1598318181193066,1.111589857111777,1.0272846694238311,0.9417626937381678,0.8822690022773721,0.809952944040075,0.7146412043156188
7.3,1.3166958882655502,1.4240709510109941,1.6219881982923736,1.7860808120920182,1.8738065914556474,1.9828412893310579,1.9798217705568888,2.0656691312396096,2.171294300065588,2.2355518945968256,2.2440701270157883,2.206499296270743,2.120797289282211,2.108617781110351,2.121511094069991
6.7,1.98223669240623,2.0508343044152637,2.1970571620036057,2.294560083730303,2.370473745040215,2.4831386793707906,2.5030113544428305,2.519437046984986,2.377087452889215,2.2113989671847927,2.1392179006834113,2.196317353095203,2.247489911215559,2.304828080295315,2.3593071689907275
8.7,1.6308638535669955,1.6936977871460122,1.80273709170173,1.83661213020676,1.8472113681020186,1.9490513114168786,1.9910178693149216,2.0971791869133405,2.0583336020802423,1.9826698406895302,2.0091419290568453,2.133216448141253,2.2772455866303223,2.444389650470121,2.5636650324590025
4.2,2.4017159526429,2.4168628893853144,2.4527168407555657,2.3178257620481175,2.106391659074382,1.9457164167409415,1.832821631269022,1.8618233898689684,1.8464381872409734,1.8634351205314743,1.9666091722488843,2.125646951881216,2.2637522733051716,2.3728271561652927,2.4479726473859573
5.0,1.418594865294922,1.5826518548983088,1.8516491229840883,2.1121745495797897,2.3669716677963697,2.5886032110054753,2.6541589016953933,2.7067861880518156,2.6209230412777216,2.471409292381092,2.3130462953570188,2.191218495589584,2.0663699131201207,1.8832471725301718,1.7375424896114502
3.8,0.7403061899673187,0.6871705786585425,0.7020603989992256,0.7795791254312616,0.8930708821140471,1.0914800525286585,1.1602688301909023,1.2035293056886867,1.3073294475268684,1.465616185325318,1.6109996879363353,1.7619816822593624,1.8957838479466556,1.9555740623218234,1.9516946599806588
2.6,0.6605730698522105,0.6329156749339367,0.6282267495259378,0.6902447067377007,0.7877316146648196,0.9572334635378673,1.0801462441303629,1.1303421190292497,1.2275808642323154,1.371745911913296,1.5439524516134169,1.7054298004038235,1.8360691842896828,1.9045936867759052,1.8910453602122872
13.7,0.8927990693477665,0.9112172764218764,0.980333420407242,1.0486175744714465,1.0819424780131695,1.1490501341867139,1.24697280924341,1.3813581474178713,1.5252680681760666,1.6354986219234988,1.6627218338822032,1.6347770180339363,1.5465873557244318,1.5160148130832911,1.4934468091283648
10.9,1.0250217685710383,1.094883946298427,1.2009502600128112,1.2381959054280116,1.2614495496614713,1.3329175164535805,1.406213341260971,1.531029439998761,1.5336882024043188,1.5303833119640913,1.484711853568115,1.4494940665472227,1.3935898551032517,1.4819414789887078,1.6154484751734963
1.4,0.5478120361954717,0.49880420813998755,0.48850687545617816,0.49667463558461283,0.5152654689665659,0.5445837202561838,0.6212738570737008,0.6857038252702289,0.7343447748458419,0.7766764329727468,0.8488734744355987,0.9830903174037312,1.163878137627565,1.3296990894135834,1.4461488473914093
3.3,0.760037038074648,0.754347034209389,0.8397134700901303,0.9715158901824279,1.124993902664296,1.3608301849035964,1.4576180133406833,1.5215557592431623,1.6451532183753397,1.835097002182939,1.9598864861446146,2.0871553865519106,2.1719205281610314,2.1937042044996082,2.136796104116291
12.8,1.4172169347587515,1.625807734369708,1.9213372021295836,2.126682293978062,2.2682357247798715,2.3692678132009655,2.402895561645007,2.407367620255926,2.2706064286308316,2.140259988268589,2.006517189449728,1.8809931665477335,1.703947076730404,1.4313563364143818,1.2487425720554384
1.4,1.9419450377559695,2.1646877177196044,2.42133913206901,2.4610923585855295,2.454502550665982,2.467060837271709,2.3772597305114505,2.273862502448408,2.034851994284319,1.8020652401318968,1.689743675292656,1.6278853863647587,1.4983358227383141,1.355973569901389,1.2986499023509457
9.7,2.3554691191565853,2.457681680628034,2.6130260695546257,2.553540066303608,2.3824408161241695,2.222198692649618,2.0331013304568266,1.9097210318404518,1.8118139291036264,1.7857619552488249,1.8583198971493624,1.9641101895734994,2.0069527239496816,2.009953030210009,2.0263490565991598
4.1,0.7361127085828139,0.7812789303171838,0.8901392543943777,1.0265479729456584,1.2473396361455662,1.5056230491457243,1.6692330446286563,1.8382330092737775,1.977342549407071,2.1456715042714136,2.217331328167493,2.2636679307591616,2.2993852262072925,2.2806376722574804,2.205872609831588
3.0,0.6928063746305487,0.7386375224999132,0.8437570938169205,1.023472535684995,1.2662730670978657,1.508395762363592,1.6882255264383939,1.8850970317141216,2.0461047870301656,2.1615248347080858,2.09721905320851,2.0719462063747573,2.1039773352415487,2.0574266949395166,1.9336239160242534
7.0,2.0564387379921354,2.16195805153713,2.3729972205622865,2.5418619375505997,2.6908380092102195,2.810096224877666,2.767881739474691,2.691490611696721,2.4451825441486545,2.186912388279786,2.081196325631449,2.068993472763976,2.0484985595583742,2.0084598871740265,2.051500058215224
3.0,0.8837986723410358,0.9163018314654298,1.0267424229538693,1.128585479877208,1.2163951487615572,1.316465495298653,1.3736361125448462,1.4479288911063055,1.5657144052013126,1.7537549211319237,1.9199491783397946,1.9946410678275475,1.9030519862573487,1.8225983979879203,1.7348496541741845
6.1,1.2150978606190608,1.2688814922807599,1.331202344794402,1.352838062138601,1.3821465827122554,1.428771513636402,1.512748822918416,1.6816445080894467,1.7251262325654488,1.7074482408902176,1.7005399844109699,1.77335494342124,1.883996646428821,2.096197576382838,2.286190064893456
4.2,0.9296044157297364,0.9754477575205772,1.1013341661224665,1.2007494760341835,1.2653426194356723,1.355034727172341,1.395444560330757,1.495280052899865,1.6303063139376555,1.8037331023436316,1.911112529149107,1.9448216268554588,1.8528313086871164,1.7913342555983918,1.7704716579065953
6.9,1.2294840197254802,1.2037969947568068,1.237452293352534,1.2800602665472938,1.2662866965897077,1.3199441592555108,1.37820159035237,1.4432770579549568,1.3974604836461593,1.3900731265038597,1.4182770826040494,1.5390500284811641,1.6961506963352087,1.922782899900168,2.0921208740231836
1.6,1.38792044608686,1.4834731370427356,1.6755614050199588,1.9164062523703975,2.198448674134585,2.4918150628759594,2.5966904117817666,2.688632629729246,2.7128480170244598,2.748529042371452,2.7226824726617616,2.5954075067142717,2.4031760072387884,2.158812029073311,2.004112326519736
2.5,0.7859107062290736,0.7821596797905405,0.8630123093181249,0.962714733702645,1.1036972048249707,1.3124522088460948,1.3533335633329662,1.399314390075284,1.510682171808788,1.647237099638613,1.7970435191797798,2.0064066625856647,2.0932161413984662,2.0814895905958983,1.9575726095534558
5.6,2.1573745641535185,2.2334940482718184,2.4318932204067205,2.572140593457465,2.650660952089093,2.696893311090433,2.6194090870882776,2.519684439938321,2.2597919363021455,2.0598686912307813,2.025535491035453,2.0702556644423162,2.09386734275851,2.111212638381187,2.178794449840634
14.0,1.6112688716966805,1.6097399958267713,1.6481289552583445,1.6387580183284858,1.6508622126272088,1.7483553819674644,1.7573512259128454,1.7935042377345343,1.7898832368107778,1.859835333719285,2.0360851666932502,2.2872437190200547,2.4850353263993314,2.6460718549837963,2.724048283869016
8.8,0.23910497975166312,0.24048383382059937,0.25565862191163186,0.30284150802624804,0.35261903990822474,0.40496597527054573,0.5527045986159582,0.6668023838122127,0.7801146154047509,0.9170450432959878,1.0287178816108666,1.1540774037514772,1.3949267918903179,1.5853347567216685,1.6395095021810575
7.5,1.0736495051363193,1.1530512964826842,1.2682519249821476,1.3280810626504123,1.3559376213242922,1.4195070138607122,1.482916413758092,1.5621473717250896,1.54719058055903,1.5345172122615418,1.4667934201965611,1.4053221412418755,1.3301562782186724,1.4245688539258055,1.5557629875504915
10.8,0.9793625090922935,1.1535573901456473,1.3747752157664517,1.5416613449083756,1.7204370093937897,1.858389395928295,1.9115743158714908,1.9464743064408006,1.8712300351278943,1.8278668676321828,1.7929257028701926,1.6676982797035345,1.4787340521559156,1.2604869730796742,1.112331511264554
2.3,1.9587987889641776,2.11871180722117,2.398337685227101,2.5910336534496707,2.708198898849897,2.7943773482908187,2.7410919178169384,2.6172994274702193,2.335871996979977,2.1027770873306513,2.047535416589853,2.002238348777892,1.9163398987851683,1.8041083319006055,1.7774694200038494
6.0,1.3132950145089763,1.2527550277217672,1.2132096458049773,1.110075989479883,0.9650549780792084,0.869509522046265,0.8183464737761452,0.7854830335848925,0.6756079852818448,0.6415422017022492,0.6321966176908229,0.6752132354028633,0.6866019470637542,0.7062240592278018,0.7372790758756615
4.5,1.3808316369974654,1.385525222978043,1.420193589213806,1.4646439909108098,1.4775930421831658,1.5434038498039746,1.6379143487169987,1.785223769801115,1.7748063519066026,1.7361968355390538,1.7701832098846437,1.958772570838259,2.1510823345228953,2.362122563587129,2.5019007917079708
